SingleThreaded_cpu,SingleThreaded_wall,SingleThreadedSimd_cpu,SingleThreadedSimd_wall,OpenMP_cpu,OpenMP_wall,OpenMPSimd_cpu,OpenMPSimd_wall,Cuda_cpu,Cuda_wall,CudaSimd_cpu,CudaSimd_wall,OpenCL_cpu,OpenCL_wall
3.34093e+06,3.34174e+06,858951,858950,7.73998e+06,971700,1.50425e+06,188235,76321,76395,79488,79566,87869,87861
3.34038e+06,3.34133e+06,859209,859212,7.76924e+06,972180,1.50106e+06,188191,76265,76356,79562,79625,87908,87891
3.34013e+06,3.34097e+06,859997,859998,7.76799e+06,971993,1.50308e+06,188084,76392,76481,79673,79739,88012,87996
3.34125e+06,3.34206e+06,858987,858995,7.92234e+06,991167,1.50346e+06,188061,76288,76363,79511,79554,87989,87982
3.34051e+06,3.34131e+06,858938,858955,8.4203e+06,1.05379e+06,1.50276e+06,188031,76326,76404,79460,79548,87983,87961
3.34062e+06,3.3413e+06,859117,859120,7.59344e+06,950119,1.50291e+06,188058,76267,76330,79739,79821,87888,87873
3.34193e+06,3.34271e+06,859422,859424,7.63558e+06,955285,1.54214e+06,194043,76410,76489,79587,79661,87996,87983
3.34062e+06,3.34156e+06,858806,858808,7.64692e+06,956812,1.59343e+06,201695,76276,76354,79498,79535,87982,87968
3.34107e+06,3.34215e+06,858827,858827,7.65266e+06,957781,1.50027e+06,187743,76267,76341,80535,80664,87867,87874
3.34147e+06,3.34266e+06,859511,859510,7.65584e+06,958186,1.49964e+06,188034,76470,76578,79611,79689,88014,87997
3.34124e+06,3.34227e+06,858972,858967,7.64781e+06,956959,1.50215e+06,187947,76318,76407,79420,79492,88064,88036
3.34049e+06,3.34117e+06,859188,859192,7.66282e+06,958641,1.50264e+06,188062,76450,76526,79576,79626,87980,87973
3.34083e+06,3.34165e+06,859256,859255,7.65666e+06,958233,1.50317e+06,188028,76276,76345,79511,79554,87952,87935
3.35985e+06,3.36801e+06,859001,859007,7.66556e+06,959060,1.50218e+06,187953,76351,76432,79398,79484,87985,87969
3.35924e+06,3.36535e+06,859290,859288,7.66806e+06,959259,1.50237e+06,187977,76244,76346,79455,79530,88025,88010
3.39284e+06,3.40036e+06,859604,859604,7.7769e+06,973559,1.50266e+06,188021,76415,76493,79419,79473,87972,87947
3.36868e+06,3.37884e+06,859042,859038,7.76284e+06,971101,1.50946e+06,189002,76325,76402,79576,79594,87999,87992
3.34286e+06,3.34383e+06,858867,858867,7.76815e+06,971951,1.73967e+06,217430,76353,76433,79407,79436,87967,87950
3.34388e+06,3.34497e+06,859004,859007,8.43971e+06,1.05616e+06,1.72834e+06,216320,76459,76544,79591,79655,87998,87985
3.34661e+06,3.34761e+06,858824,858838,7.79558e+06,975215,1.72624e+06,215989,76437,76507,79549,79640,88046,88041
3.34317e+06,3.34429e+06,859459,859462,7.63996e+06,955921,1.7246e+06,215899,76245,76320,79570,79668,87907,87890
3.3433e+06,3.34447e+06,858887,858885,7.64553e+06,956790,1.583e+06,198309,76341,76420,79770,79910,87967,87942
3.34253e+06,3.34371e+06,858889,858888,7.65578e+06,957608,1.43384e+06,179341,76415,76513,79685,79789,88029,88013
3.34231e+06,3.34336e+06,859053,859056,7.65578e+06,958133,1.4459e+06,181070,76409,76489,79681,79790,87974,87957
3.34168e+06,3.34282e+06,858862,858856,7.65099e+06,957511,1.4565e+06,181987,76455,76530,79635,79733,87926,87911
3.34194e+06,3.3429e+06,858980,858982,7.65837e+06,957924,1.46223e+06,182806,76315,76386,79787,79871,87980,87974
3.34205e+06,3.34294e+06,859369,859377,7.66351e+06,959092,1.45835e+06,182786,76230,76308,79440,79470,87892,87876
3.34414e+06,3.3449e+06,858885,858890,7.65211e+06,957579,1.4789e+06,184619,76180,76268,79627,79745,87845,87830
3.34176e+06,3.34254e+06,860050,860053,7.66368e+06,958777,1.46047e+06,183136,76245,76321,79697,79808,87930,87915
3.34359e+06,3.34464e+06,858925,858932,7.72004e+06,966486,1.46301e+06,183476,76314,76421,79559,79710,87997,87984
3.34374e+06,3.34482e+06,858758,858756,7.76506e+06,971462,1.46547e+06,183272,76364,76444,79562,79652,87871,87854
3.3425e+06,3.34343e+06,858902,858907,7.76696e+06,971809,1.46624e+06,183383,76392,76491,79519,79592,87925,87912
3.34121e+06,3.34224e+06,859225,859230,7.98594e+06,999094,1.46779e+06,183541,76361,76434,79469,79539,87980,87957
3.34199e+06,3.34296e+06,858653,858651,8.33179e+06,1.04232e+06,1.46876e+06,183813,76395,76470,79450,79534,87992,87984
3.34062e+06,3.34171e+06,858994,859004,7.60954e+06,952138,1.46577e+06,183317,76175,76255,79585,79647,88035,88018
3.34077e+06,3.3419e+06,859682,859682,7.65116e+06,957437,1.47095e+06,184057,76316,76413,79460,79525,87961,87954
3.34069e+06,3.34168e+06,859945,859948,7.66764e+06,959637,1.47184e+06,184182,76364,76438,79447,79476,87924,87898
3.34177e+06,3.34272e+06,859496,859504,7.64866e+06,957516,1.47586e+06,184763,76268,76342,79688,79776,88055,88039
3.341e+06,3.34218e+06,859382,859378,7.66002e+06,958297,1.47611e+06,184752,76228,76298,79822,79918,87896,87871
3.34282e+06,3.34403e+06,859275,859276,7.66397e+06,958691,1.46819e+06,183690,76326,76422,79614,79689,88000,87984
3.34085e+06,3.3418e+06,859623,859624,7.66529e+06,959536,1.47452e+06,184563,76479,76554,79541,79553,87921,87907
3.34194e+06,3.34308e+06,859749,859758,7.67451e+06,960163,1.47002e+06,183925,76388,76463,79502,79531,87848,87840
3.34083e+06,3.34166e+06,860236,860237,7.68404e+06,961065,1.47045e+06,183984,77489,77563,79801,79905,87917,87901
3.34167e+06,3.34262e+06,859601,859612,7.67228e+06,959937,1.4723e+06,184283,76384,76461,79538,79647,88041,88024
3.34223e+06,3.34362e+06,859335,859335,7.76751e+06,971853,1.47258e+06,184383,76068,76153,79712,79807,87873,87861
3.34211e+06,3.34302e+06,859607,859610,7.77076e+06,972347,1.47117e+06,184093,76702,76768,79623,79704,87998,87982
3.34163e+06,3.34245e+06,860285,860284,7.76158e+06,970906,1.47373e+06,184480,76215,76290,79746,79820,87932,87915
3.34106e+06,3.34226e+06,859947,859946,8.50201e+06,1.06422e+06,1.47174e+06,184178,76318,76392,79387,79465,88096,88080
3.34116e+06,3.34207e+06,860937,860956,7.71589e+06,965669,1.4718e+06,184195,76299,76384,79408,79497,88015,87998
3.34096e+06,3.34207e+06,860141,860143,7.6416e+06,956418,1.47131e+06,184216,76477,76580,79511,79589,88067,88051
3.34156e+06,3.34286e+06,859421,859422,7.6497e+06,957496,1.47624e+06,184713,76358,76438,79385,79461,87940,87927
3.34251e+06,3.34345e+06,859809,859813,7.70055e+06,965133,1.47338e+06,184402,76460,76548,79524,79602,87753,87737
3.34151e+06,3.3426e+06,859584,859587,7.65327e+06,958052,1.47343e+06,184400,76312,76389,79569,79646,87888,87881
3.34066e+06,3.34168e+06,859959,859960,7.66553e+06,958936,1.47168e+06,184156,76376,76465,79496,79575,87971,87960
3.34211e+06,3.34305e+06,859736,859740,7.66662e+06,959192,1.46752e+06,183613,76231,76295,79488,79557,87904,87888
3.34123e+06,3.34203e+06,859565,859587,7.66748e+06,959240,1.47197e+06,184569,76546,76634,79741,79803,87918,87896
3.34427e+06,3.3452e+06,860033,860030,7.66119e+06,958957,1.47114e+06,183988,76239,76329,79558,79603,87947,87931
3.34309e+06,3.34417e+06,859472,859481,7.65326e+06,957489,1.4724e+06,184264,76332,76407,79434,79522,87929,87922
3.34139e+06,3.34248e+06,859754,859756,7.73116e+06,967243,1.47244e+06,184266,76383,76450,79651,79753,87901,87884
3.34208e+06,3.34297e+06,862218,862224,7.75793e+06,971227,1.47315e+06,184426,76429,76507,79621,79663,87874,87858
3.34551e+06,3.34636e+06,860126,860131,7.76274e+06,971083,1.47134e+06,184156,76279,76366,79520,79597,88000,87993
3.34405e+06,3.34518e+06,859494,859492,8.0588e+06,1.00835e+06,1.46672e+06,183570,76356,76431,79472,79546,87944,87918
3.34288e+06,3.34396e+06,860179,860182,8.27864e+06,1.03948e+06,1.47166e+06,184058,76302,76380,79704,79808,87962,87945
3.34324e+06,3.34436e+06,859243,859244,7.62691e+06,953945,1.47006e+06,183931,76287,76369,79607,79680,88116,88099
3.34267e+06,3.34385e+06,859788,859791,7.65088e+06,957491,1.46949e+06,183874,76346,76436,79506,79524,87954,87938
3.34274e+06,3.34399e+06,860269,860269,7.65502e+06,957972,1.47024e+06,184010,76293,76366,79609,79652,87792,87776
3.34246e+06,3.34364e+06,859365,859364,7.66776e+06,959293,1.47198e+06,184208,76410,76484,79548,79625,87887,87867
3.34253e+06,3.34375e+06,859720,859719,7.67179e+06,960189,1.47267e+06,184306,76270,76345,79423,79509,87917,87900
3.34246e+06,3.34357e+06,859295,859293,7.66599e+06,959134,1.47428e+06,184432,76338,76415,79524,79586,87951,87943
3.34287e+06,3.34387e+06,859450,859456,7.65637e+06,958029,1.46619e+06,183961,76268,76386,79702,79805,87977,87950
3.34271e+06,3.34357e+06,860134,860134,7.6723e+06,960012,1.46955e+06,183898,76329,76403,79411,79456,89234,89217
3.34247e+06,3.34371e+06,859900,859904,7.65992e+06,958640,1.47222e+06,184293,76339,76415,79500,79572,87914,87897
3.34254e+06,3.34368e+06,860046,860045,7.69675e+06,963020,1.46856e+06,183762,76496,76586,79459,79551,87796,87769
3.34269e+06,3.34377e+06,859523,859523,7.77359e+06,972757,1.47192e+06,184194,76363,76449,79502,79580,87961,87932
3.34348e+06,3.34477e+06,860041,860042,7.7698e+06,972105,1.48752e+06,185753,76276,76351,79464,79542,88223,88218
3.34288e+06,3.3437e+06,859379,859381,7.772e+06,972524,1.50374e+06,188181,76247,76329,79570,79649,88184,88157
3.34319e+06,3.34434e+06,860361,860364,8.595e+06,1.07545e+06,1.50289e+06,188102,76291,76384,79459,79535,88040,88027
3.34348e+06,3.34462e+06,859648,859654,7.59847e+06,950473,1.50254e+06,188031,76486,76567,79554,79639,87930,87926
3.34291e+06,3.34394e+06,859285,859288,7.645e+06,956963,1.50321e+06,188098,76297,76370,79378,79451,88063,88037
3.3428e+06,3.34398e+06,859677,859674,7.64661e+06,956762,1.50281e+06,188040,76282,76363,79377,79456,87896,87880
3.34313e+06,3.34404e+06,859459,859454,7.6555e+06,957565,1.50296e+06,188062,76493,76575,79519,79595,87895,87878
3.34277e+06,3.34346e+06,859621,859623,7.65132e+06,957427,1.50338e+06,188074,76295,76368,79458,79537,87792,87776
3.34298e+06,3.34414e+06,859521,859520,7.66069e+06,958307,1.50268e+06,188028,76349,76434,79371,79444,87891,87884
3.34158e+06,3.34242e+06,859780,859798,7.66167e+06,959061,1.5024e+06,188003,76422,76499,79488,79566,87958,87941
3.34198e+06,3.34288e+06,860216,860211,7.6689e+06,959477,1.50304e+06,188073,76310,76382,79420,79490,87944,87920
3.34131e+06,3.34265e+06,859380,859381,7.6654e+06,958934,1.50257e+06,188033,76353,76429,79403,79481,88047,88041
3.34461e+06,3.34566e+06,859484,859483,7.68065e+06,961145,1.50253e+06,188036,76328,76414,79459,79537,88075,88063
3.34432e+06,3.34502e+06,859664,859665,7.73502e+06,967691,1.50258e+06,188024,76429,76506,79441,79514,87992,87974
3.34465e+06,3.34595e+06,859579,859576,7.77978e+06,973393,1.50251e+06,188020,76207,76283,79417,79434,87818,87800
3.3469e+06,3.34799e+06,859546,859548,7.7679e+06,972074,1.50116e+06,188117,76309,76404,79618,79681,87844,87818
3.34464e+06,3.34571e+06,859427,859426,8.15718e+06,1.02074e+06,1.50268e+06,188019,76433,76518,79573,79651,87857,87852
3.3441e+06,3.3451e+06,859111,859113,8.12895e+06,1.01724e+06,1.50666e+06,188602,76356,76424,79615,79691,87922,87904
3.34391e+06,3.3449e+06,859615,859624,7.61852e+06,953331,1.74038e+06,217495,76328,76411,79426,79499,87895,87879
3.34462e+06,3.34563e+06,859315,859310,7.65646e+06,957685,1.7288e+06,216378,76299,76390,79491,79518,87971,87964
3.3437e+06,3.34439e+06,858867,858871,7.66822e+06,959383,1.72581e+06,216041,76363,76448,79576,79640,87902,87886
3.34556e+06,3.34648e+06,859264,859264,7.67051e+06,959661,1.72571e+06,215914,76568,76644,79573,79642,87881,87857
3.34472e+06,3.34547e+06,858949,858947,7.67141e+06,959827,1.59373e+06,199376,76254,76331,79649,79745,87933,87918
3.34428e+06,3.34545e+06,858925,858927,7.66124e+06,958885,1.42655e+06,178779,76388,76459,79915,79993,88009,87980
3.34479e+06,3.34571e+06,859448,859449,7.68184e+06,961112,1.44285e+06,180650,76221,76297,80783,80869,87909,87895
3.34384e+06,3.34499e+06,858804,858810,7.67474e+06,960255,1.45316e+06,181513,76322,76409,79493,79612,88017,88013
3.34414e+06,3.34536e+06,859119,859124,7.6832e+06,961563,1.45382e+06,182175,76461,76543,79438,79516,87966,87948
3.34423e+06,3.34506e+06,859060,859062,7.6837e+06,961502,1.46066e+06,182581,76303,76395,79561,79648,88000,87986
3.34521e+06,3.34606e+06,859543,859550,7.78045e+06,973154,1.47036e+06,184019,76250,76328,79469,79534,87897,87881
3.34443e+06,3.34552e+06,859164,859160,7.77464e+06,972862,1.46662e+06,183347,76257,76344,79478,79514,87970,87953
3.34499e+06,3.3458e+06,858939,858948,7.768e+06,971836,1.46598e+06,183363,76343,76414,79944,80013,87833,87816
3.34392e+06,3.34494e+06,859332,859335,8.64379e+06,1.08194e+06,1.46833e+06,183679,76264,76347,79507,79555,87942,87924
3.34478e+06,3.34569e+06,859184,859189,7.56582e+06,946342,1.4632e+06,183520,76332,76422,79629,79739,88004,87979
3.344e+06,3.34481e+06,858927,858927,7.66568e+06,959015,1.46696e+06,183519,76271,76357,79456,79563,87964,87956
3.34497e+06,3.34611e+06,858930,858932,7.66143e+06,958599,1.46787e+06,183649,76529,76598,79546,79640,87879,87855
3.34369e+06,3.34474e+06,859236,859238,7.66671e+06,959963,1.46963e+06,184648,76203,76303,79599,79708,88076,88068
3.34643e+06,3.34757e+06,858955,858956,7.67292e+06,960103,1.46655e+06,183432,76226,76296,79550,79636,88045,88028
3.34417e+06,3.34531e+06,859066,859072,7.65608e+06,957552,1.47159e+06,184177,76245,76333,79330,79433,87953,87935
3.34395e+06,3.34502e+06,859155,859171,7.67019e+06,959694,1.47182e+06,184184,76348,76425,79480,79585,87900,87874
3.34713e+06,3.34821e+06,859230,859232,7.70178e+06,966178,1.46858e+06,183781,76309,76391,79565,79672,87942,87925
3.3449e+06,3.34619e+06,859034,859034,7.67502e+06,960378,1.46806e+06,183749,76310,76400,79563,79650,87826,87810
3.34454e+06,3.34549e+06,859304,859306,7.67369e+06,960126,1.4692e+06,183802,76292,76377,79652,79735,87795,87789
3.34489e+06,3.34558e+06,859033,859036,7.7491e+06,969272,1.47204e+06,184214,76152,76232,79582,79683,87823,87806
3.34471e+06,3.34598e+06,859907,859907,7.76784e+06,971925,1.47186e+06,184186,76408,76480,79632,79722,87864,87847
3.34504e+06,3.346e+06,858890,858899,7.75743e+06,970880,1.46737e+06,183583,76341,76430,79597,79699,87971,87956
3.34472e+06,3.34563e+06,859193,859194,8.27238e+06,1.03541e+06,1.47134e+06,184139,76246,76321,79557,79646,87896,87880
3.34351e+06,3.34473e+06,859222,859225,7.99939e+06,1.00094e+06,1.46873e+06,183657,76336,76420,79430,79524,87932,87935
3.34431e+06,3.34526e+06,859166,859166,7.64861e+06,956571,1.46847e+06,183704,76332,76408,79508,79610,87836,87822
3.34371e+06,3.34464e+06,858902,858909,7.6644e+06,959456,1.4691e+06,183790,76360,76438,79545,79631,88025,88011
3.3449e+06,3.3461e+06,859284,859286,7.65816e+06,957976,1.46844e+06,183706,76256,76328,79546,79650,87984,87968
3.34367e+06,3.34474e+06,859153,859152,7.70594e+06,967508,1.46973e+06,183980,76262,76337,79565,79648,88043,88029
3.34466e+06,3.3457e+06,858880,858883,7.65697e+06,958251,1.4719e+06,184202,76280,76358,79496,79584,87964,87948
3.34474e+06,3.34581e+06,859301,859302,7.66881e+06,959600,1.47142e+06,184020,76423,76512,79457,79560,88032,88025
3.34397e+06,3.34489e+06,858900,858904,7.67081e+06,959694,1.46917e+06,183796,76364,76439,79426,79526,88022,88007
3.34524e+06,3.34613e+06,859356,859357,8.13379e+06,1.02926e+06,1.4717e+06,184161,76225,76313,79573,79645,87740,87725
3.34468e+06,3.34575e+06,859495,859514,7.67294e+06,960361,1.46949e+06,184294,76366,76470,79560,79666,87973,87949
3.34347e+06,3.34429e+06,859942,859948,7.70907e+06,964896,1.47086e+06,184050,76348,76420,79544,79632,88034,88018
3.34525e+06,3.34626e+06,859291,859289,7.76333e+06,971166,1.47286e+06,184350,76445,76529,79426,79536,87948,87940
3.34384e+06,3.34455e+06,859356,859359,7.76878e+06,972092,1.47518e+06,184559,76412,76508,79614,79714,87838,87827
3.34357e+06,3.34426e+06,859064,859065,7.90222e+06,988895,1.47262e+06,184295,76329,76408,79448,79542,87783,87770
3.34557e+06,3.34662e+06,859393,859398,8.44299e+06,1.05648e+06,1.47826e+06,184551,76307,76424,79474,79556,87918,87913
3.34396e+06,3.34478e+06,859059,859062,7.59857e+06,950595,1.47448e+06,184587,76354,76432,79575,79658,87884,87862
3.34408e+06,3.34491e+06,859426,859426,7.63911e+06,955708,1.47315e+06,184375,77128,77199,79636,79733,87843,87826
3.34365e+06,3.34456e+06,859342,859343,7.64708e+06,956967,1.4709e+06,184066,76517,76621,79376,79477,88063,88046
3.34453e+06,3.34532e+06,859090,859100,7.65329e+06,957703,1.47114e+06,183985,76468,76539,79633,79715,87918,87902
3.34423e+06,3.34491e+06,859240,859242,7.67123e+06,959818,1.47454e+06,184561,76594,76748,79426,79510,88073,88057
3.34514e+06,3.34618e+06,859348,859349,7.67088e+06,960031,1.47211e+06,184276,76375,76472,79537,79624,88085,88072
3.34426e+06,3.34522e+06,859368,859373,7.66483e+06,958990,1.46979e+06,183895,76440,76554,79533,79610,87942,87927
3.34466e+06,3.34559e+06,859353,859352,7.67032e+06,959484,1.46968e+06,183873,76384,76462,79513,79613,87911,87906
3.34194e+06,3.34325e+06,859306,859309,7.66486e+06,959025,1.47236e+06,184162,76394,76465,79468,79547,87943,87926
3.34248e+06,3.34317e+06,859229,859234,7.65732e+06,958527,1.47082e+06,184039,76291,76368,79383,79464,87900,87886
3.3434e+06,3.34434e+06,859417,859418,7.77098e+06,972361,1.47142e+06,184170,76217,76305,79542,79634,87882,87868
3.34333e+06,3.34444e+06,858910,858916,7.76946e+06,972150,1.47239e+06,184273,76340,76418,79526,79612,87952,87929
3.34402e+06,3.34509e+06,859236,859241,7.7615e+06,970961,1.47164e+06,184182,76328,76407,79630,79739,87994,87977
3.34108e+06,3.3422e+06,859158,859160,8.41641e+06,1.05332e+06,1.47154e+06,184136,76258,76335,79629,79701,87848,87841
3.34233e+06,3.34342e+06,859148,859149,7.80642e+06,976979,1.47283e+06,184735,76327,76426,79615,79707,87923,87907
3.34228e+06,3.34296e+06,859257,859257,7.64182e+06,956413,1.5085e+06,188303,76433,76498,79365,79472,87937,87919
3.34102e+06,3.34212e+06,859139,859139,7.65604e+06,958227,1.50258e+06,188061,76449,76525,79454,79541,87852,87845
3.34102e+06,3.34184e+06,859243,859244,7.66088e+06,958260,1.50292e+06,188079,76307,76383,79553,79641,88613,88588
3.34128e+06,3.34229e+06,859002,859006,7.66832e+06,959375,1.50295e+06,188049,76395,76478,79518,79592,87946,87929
3.34089e+06,3.34166e+06,859156,859157,7.66973e+06,959528,1.50267e+06,188020,76252,76331,79516,79606,87884,87868
3.34126e+06,3.34232e+06,858972,858975,7.68115e+06,961235,1.50234e+06,187971,76403,76498,79487,79595,87908,87892
3.3407e+06,3.34172e+06,858958,858957,7.67614e+06,960399,1.50291e+06,188093,76333,76402,79457,79563,87937,87930
3.34062e+06,3.34172e+06,858988,858993,7.68116e+06,961279,1.50283e+06,187956,76318,76394,79528,79616,88120,88096
3.34062e+06,3.34144e+06,858878,858884,7.6718e+06,959801,1.5021e+06,187958,76506,76599,79451,79533,87942,87927
3.34068e+06,3.3417e+06,858903,858905,7.71863e+06,965469,1.50306e+06,188071,76318,76409,79477,79547,87912,87906
3.34042e+06,3.34151e+06,858970,858973,7.77028e+06,972251,1.50289e+06,188049,76475,76551,79521,79612,88070,88054
3.34086e+06,3.34179e+06,859150,859150,7.73067e+06,967443,1.5026e+06,188046,76404,76479,79546,79615,88028,88012
3.34068e+06,3.3414e+06,859025,859030,7.92518e+06,991571,1.50272e+06,188086,76216,76304,79498,79581,87909,87893
3.3405e+06,3.34139e+06,859511,859509,8.29981e+06,1.03886e+06,1.50275e+06,188406,76271,76339,79460,79544,88001,87978
3.34218e+06,3.34324e+06,859086,859090,7.56517e+06,946367,1.50295e+06,188017,76369,76446,79553,79650,87926,87919
3.34113e+06,3.34195e+06,859186,859189,7.60322e+06,951130,1.50284e+06,187992,76388,76465,79478,79593,87884,87871
3.34082e+06,3.34195e+06,859129,859131,7.60572e+06,951582,1.50272e+06,188028,76283,76370,79533,79626,88030,88013
3.34171e+06,3.34267e+06,859038,859036,7.60889e+06,951987,1.72584e+06,216003,76345,76423,79563,79651,87898,87894
3.34057e+06,3.34142e+06,859037,859037,7.60912e+06,952054,1.72895e+06,216524,76355,76434,79411,79499,87967,87955
3.34162e+06,3.34255e+06,859043,859059,7.62054e+06,953761,1.72398e+06,215990,76329,76418,79603,79720,88013,87990
3.34163e+06,3.34255e+06,858866,858868,7.60937e+06,952112,1.72557e+06,215892,76359,76442,79347,79435,88071,88053
3.34077e+06,3.34146e+06,859307,859310,7.62382e+06,953839,1.61208e+06,201983,76355,76431,79473,79579,87889,87873
3.34031e+06,3.34107e+06,859128,859132,7.61916e+06,953569,1.42802e+06,178506,76334,76409,79370,79455,88020,88003
3.34057e+06,3.34126e+06,859183,859185,7.62337e+06,954019,1.44235e+06,180464,76380,76453,79497,79588,87841,87833
3.34082e+06,3.34188e+06,858960,858965,7.71058e+06,964327,1.45607e+06,181925,76258,76333,79548,79626,87887,87870
3.34081e+06,3.3421e+06,858990,858992,7.74494e+06,971798,1.45639e+06,182572,76375,76458,79436,79533,88001,87987
3.34163e+06,3.34252e+06,859022,859031,7.71913e+06,965532,1.46262e+06,182864,76348,76419,79355,79447,87983,87968
3.34184e+06,3.34264e+06,858919,858917,8.34604e+06,1.0449e+06,1.47349e+06,184464,76179,76256,79454,79545,87990,87974
3.34266e+06,3.34368e+06,859221,859223,7.7795e+06,973589,1.46618e+06,183310,76216,76292,79690,79780,88053,88036
3.34142e+06,3.34251e+06,858879,858879,7.59296e+06,949767,1.46755e+06,183570,76390,76478,79409,79508,87919,87903
3.34183e+06,3.3428e+06,859196,859200,7.61407e+06,952774,1.46759e+06,183571,76375,76450,79455,79566,87880,87856
3.34249e+06,3.34367e+06,858868,858868,7.62499e+06,953770,1.46909e+06,183789,76385,76468,79566,79658,87864,87860
3.34332e+06,3.34445e+06,859176,859183,7.61616e+06,953328,1.47113e+06,184116,76410,76481,79643,79737,88056,88039
3.3424e+06,3.34341e+06,859044,859050,7.62212e+06,953836,1.46606e+06,183380,76448,76558,79553,79641,87911,87904
3.34249e+06,3.34368e+06,858979,858981,7.62874e+06,954332,1.46629e+06,183865,76481,76566,79564,79657,87903,87887
3.34369e+06,3.34482e+06,858921,858923,7.62951e+06,954479,1.46925e+06,183810,79268,79354,79387,79477,87916,87900
3.34237e+06,3.34353e+06,858988,858992,7.71855e+06,969268,1.47127e+06,184098,76410,76486,79564,79648,88017,87995
3.34238e+06,3.34358e+06,860068,860082,7.61598e+06,952989,1.46954e+06,183852,76529,76613,79564,79647,87916,87903
3.34274e+06,3.34371e+06,859029,859031,7.6599e+06,958222,1.46825e+06,183744,76384,76458,80452,80546,87752,87740
3.34218e+06,3.34335e+06,859207,859209,7.71207e+06,965513,1.46382e+06,183647,76381,76480,79576,79694,87964,87955
3.34229e+06,3.343e+06,858956,858959,7.71806e+06,965626,1.46984e+06,183796,76333,76411,79484,79580,88046,88035
3.34241e+06,3.34348e+06,859330,859343,7.87672e+06,985599,1.47122e+06,184091,76599,76673,79440,79517,87943,87927
3.3423e+06,3.34306e+06,859048,859055,8.3987e+06,1.05106e+06,1.46791e+06,183621,76380,76469,79457,79547,87934,87919
3.34234e+06,3.34337e+06,859115,859117,7.55059e+06,944852,1.47166e+06,184195,76380,76470,79480,79577,87890,87874
3.34256e+06,3.34346e+06,859065,859067,7.60335e+06,951163,1.47264e+06,184317,76403,76480,79408,79518,87962,87945
3.34224e+06,3.34314e+06,858972,858970,7.60795e+06,951905,1.474e+06,184520,76359,76430,79415,79504,88015,87998
3.34304e+06,3.34413e+06,859046,859046,7.62273e+06,954017,1.47088e+06,183945,76154,76246,79446,79532,88018,88002
3.34229e+06,3.34324e+06,859133,859138,7.62647e+06,954021,1.47259e+06,184295,76345,76436,79433,79518,88054,88039
3.34213e+06,3.34313e+06,859114,859113,7.62117e+06,953738,1.47519e+06,184101,76371,76448,79575,79663,87955,87938
3.34192e+06,3.34316e+06,860252,860285,7.61613e+06,953093,1.47288e+06,184404,76360,76436,79651,79752,88108,88091
3.34345e+06,3.3446e+06,859323,859328,7.61342e+06,952610,1.46917e+06,183805,76405,76490,79527,79618,88013,88006
3.34199e+06,3.34331e+06,859278,859278,7.62147e+06,953152,1.47134e+06,184133,76458,76536,79515,79609,87854,87836
3.34218e+06,3.34332e+06,859109,859110,7.63989e+06,956252,1.47232e+06,184142,76331,76399,79596,79669,87916,87898
3.34206e+06,3.34321e+06,859118,859119,7.74702e+06,969510,1.46769e+06,183586,76278,76354,79622,79715,87907,87881
3.34104e+06,3.34215e+06,859053,859057,7.76024e+06,970748,1.46922e+06,183853,76368,76454,79474,79576,88005,87987
3.34106e+06,3.34185e+06,858938,858941,7.76355e+06,971276,1.47303e+06,184363,76341,76418,79342,79431,87869,87862
3.34185e+06,3.34266e+06,859495,859496,8.35059e+06,1.04514e+06,1.47178e+06,184207,76246,76333,79795,79882,87983,87966
3.34099e+06,3.34218e+06,859001,859002,7.88699e+06,986687,1.47201e+06,184215,76413,76490,79329,79422,88146,88129
3.34094e+06,3.34166e+06,859055,859058,7.64804e+06,957062,1.47592e+06,184667,76365,76440,79497,79603,87838,87831
3.34098e+06,3.34199e+06,858933,858937,7.66122e+06,958691,1.46786e+06,183941,76450,76545,79462,79583,87956,87931
3.34082e+06,3.34199e+06,859233,859243,7.66921e+06,959533,1.47402e+06,184530,76272,76355,79622,79699,87996,87978
3.34214e+06,3.34309e+06,858992,858997,7.66635e+06,959574,1.47014e+06,183947,76385,76458,79829,79917,87950,87939
3.34257e+06,3.34348e+06,859343,859342,7.66841e+06,959446,1.4703e+06,183959,76388,76467,79522,79614,88053,88037
3.34135e+06,3.34237e+06,859406,859409,7.67234e+06,960216,1.47062e+06,183910,76446,76538,79434,79534,87924,87911
3.34252e+06,3.34321e+06,858888,858894,7.68417e+06,961114,1.47107e+06,184088,76260,76346,79447,79557,87847,87833
3.34217e+06,3.34283e+06,859266,859271,7.67165e+06,959767,1.46821e+06,183710,76279,76346,79441,79532,87942,87928
3.3416e+06,3.34262e+06,859061,859063,7.67421e+06,960248,1.47119e+06,184213,76364,76441,79523,79603,87902,87895
3.34208e+06,3.34287e+06,859163,859164,7.70922e+06,964701,1.46951e+06,184082,76281,76368,79470,79551,87939,87922
3.34188e+06,3.34296e+06,858922,858928,7.76234e+06,971022,1.47114e+06,184086,76298,76374,79658,79758,87843,87827
3.34072e+06,3.34191e+06,859123,859122,7.76748e+06,971905,1.4719e+06,184091,76226,76303,79514,79608,87830,87814
3.34081e+06,3.34174e+06,858993,858994,7.92964e+06,992200,1.47001e+06,183966,76219,76298,79494,79584,88015,87990
