SingleThreaded_cpu,SingleThreaded_wall,SingleThreadedSimd_cpu,SingleThreadedSimd_wall,OpenMP_cpu,OpenMP_wall,OpenMPSimd_cpu,OpenMPSimd_wall,Cuda_cpu,Cuda_wall,CudaSimd_cpu,CudaSimd_wall,OpenCL_cpu,OpenCL_wall
3.3416e+06,3.3416e+06,858831,858845,7.6584e+06,957966,1.50222e+06,187959,76098,76183,79550,79635,87914,87907
3.34149e+06,3.34148e+06,859666,859667,7.65846e+06,958482,1.50117e+06,187809,76087,76162,79560,79647,87942,87928
3.34168e+06,3.34169e+06,860562,860565,7.65021e+06,956797,1.50214e+06,187951,75994,76067,79600,79678,88021,88018
3.34095e+06,3.34095e+06,859732,859735,7.64212e+06,956127,1.50204e+06,187980,76156,76234,79502,79594,88113,88096
3.34145e+06,3.34146e+06,859097,859102,7.6501e+06,957384,1.50312e+06,187985,76182,76265,79530,79596,87958,87931
3.3414e+06,3.3414e+06,858954,858952,7.75169e+06,970080,1.50253e+06,188005,76132,76208,79467,79542,87964,87947
3.34157e+06,3.34157e+06,859112,859112,7.77598e+06,972517,1.5019e+06,187913,76040,76114,79559,79644,87993,87976
3.3411e+06,3.3411e+06,858758,858757,7.77213e+06,972542,1.50135e+06,187960,75916,75996,79484,79562,87962,87946
3.34102e+06,3.34103e+06,858374,858373,8.13867e+06,1.0187e+06,1.49976e+06,187874,76078,76169,79473,79563,87903,87896
3.34194e+06,3.34194e+06,858634,858638,8.14753e+06,1.01972e+06,1.50139e+06,187873,76023,76121,79539,79649,87948,87932
3.34164e+06,3.34168e+06,859813,859811,7.61418e+06,952696,1.50167e+06,187909,76054,76128,79522,79595,88018,87994
3.34157e+06,3.34157e+06,859166,859171,7.64179e+06,956281,1.49985e+06,187911,75964,76039,79484,79582,88038,88031
3.34269e+06,3.34269e+06,858954,858949,7.63273e+06,955511,1.50243e+06,187886,75963,76028,79311,79389,88068,88055
3.34445e+06,3.34448e+06,858755,858758,7.64904e+06,956721,1.52044e+06,190576,75973,76075,79603,79691,87882,87866
3.3422e+06,3.34222e+06,858646,858646,7.64037e+06,955921,1.74102e+06,217789,76057,76132,79558,79632,87925,87908
3.342e+06,3.342e+06,859509,859509,7.64136e+06,956035,1.72635e+06,216146,76023,76098,79495,79574,87950,87933
3.34151e+06,3.34153e+06,858709,858707,7.65258e+06,957588,1.72447e+06,215734,76072,76155,79465,79550,88075,88058
3.34158e+06,3.34158e+06,858848,858853,7.64928e+06,957428,1.72534e+06,215859,75970,76066,79384,79439,87979,87961
3.34204e+06,3.34205e+06,859542,859555,7.65933e+06,958142,1.56287e+06,195518,75972,76037,79547,79632,87969,87952
3.34384e+06,3.34387e+06,858842,858840,7.71618e+06,965912,1.42713e+06,178973,76143,76220,79473,79547,87809,87802
3.34381e+06,3.34383e+06,858291,858295,7.77734e+06,972892,1.44988e+06,180965,76033,76111,79547,79623,87962,87945
3.34382e+06,3.34381e+06,859505,859503,7.76755e+06,971786,1.44841e+06,181405,75970,76057,79378,79468,87854,87829
3.34994e+06,3.34998e+06,858870,858870,7.7733e+06,972664,1.45784e+06,182173,75990,76067,79515,79609,87779,87763
3.34478e+06,3.34478e+06,860521,860539,8.65085e+06,1.08291e+06,1.45722e+06,182695,76139,76214,79466,79547,87955,87939
3.34342e+06,3.34342e+06,860168,860170,7.53415e+06,942406,1.47116e+06,184140,76139,76219,79417,79496,87914,87910
3.34897e+06,3.34899e+06,858607,858611,7.68526e+06,963706,1.4663e+06,183333,76057,76143,79475,79554,87859,87845
3.34389e+06,3.3439e+06,858723,858721,7.63988e+06,956184,1.46562e+06,183317,75998,76073,79512,79601,87951,87937
3.34592e+06,3.34594e+06,859024,859024,7.64208e+06,956209,1.46125e+06,182668,76130,76205,79579,79672,87925,87910
3.34403e+06,3.34405e+06,858781,858794,7.64363e+06,956420,1.46112e+06,183222,76201,76280,79440,79533,87972,87955
3.34414e+06,3.34414e+06,858708,858708,7.68578e+06,961813,1.46269e+06,182902,76097,76189,79464,79538,88081,88065
3.34832e+06,3.34832e+06,859236,859235,7.66372e+06,959213,1.4657e+06,183337,75989,76074,79353,79417,87935,87919
3.34378e+06,3.3438e+06,859161,859160,7.65649e+06,958360,1.46439e+06,183400,76160,76230,79393,79506,87897,87880
3.34354e+06,3.34356e+06,858845,858846,7.66286e+06,958495,1.46794e+06,183622,76104,76182,79538,79612,87994,87976
3.34384e+06,3.34385e+06,859241,859239,7.66216e+06,959122,1.47118e+06,184086,76046,76135,79447,79523,87856,87839
3.34373e+06,3.34374e+06,859125,859127,7.76002e+06,970785,1.46873e+06,183750,76090,76174,79380,79458,88019,88002
3.34272e+06,3.34273e+06,859390,859395,7.76764e+06,971757,1.46722e+06,183572,76089,76165,79314,79399,87901,87898
3.34325e+06,3.34325e+06,859425,859423,7.8031e+06,979744,1.46646e+06,183440,76064,76139,79371,79438,87958,87941
3.34284e+06,3.34286e+06,858732,858738,8.21126e+06,1.02733e+06,1.46453e+06,183631,76094,76169,79479,79568,88028,88015
3.34234e+06,3.34234e+06,859567,859565,8.05694e+06,1.00827e+06,1.46924e+06,183810,76041,76121,79353,79427,87836,87814
3.34236e+06,3.34236e+06,859122,859145,7.61965e+06,953583,1.47025e+06,183956,76050,76128,79409,79489,87827,87810
3.3414e+06,3.34164e+06,859417,859426,7.62987e+06,954732,1.46682e+06,183505,76068,76147,79521,79608,87903,87886
3.34362e+06,3.3444e+06,858629,858632,7.65863e+06,958035,1.46935e+06,183845,76275,76380,79440,79514,87983,87976
3.34208e+06,3.34307e+06,858869,858872,7.64419e+06,956409,1.46857e+06,183636,76140,76225,79418,79484,87884,87869
3.34276e+06,3.34387e+06,860092,860096,7.65429e+06,957990,1.47114e+06,184080,76147,76220,79430,79505,87962,87944
3.34268e+06,3.34394e+06,858967,858970,7.64661e+06,956762,1.46648e+06,183412,76158,76227,79553,79628,88297,88281
3.34224e+06,3.34367e+06,859178,859180,7.66406e+06,958788,1.47228e+06,184265,76154,76229,79405,79493,87581,87566
3.34283e+06,3.34387e+06,859701,859710,7.67122e+06,959831,1.47119e+06,184126,76106,76191,79538,79632,87810,87793
3.34346e+06,3.34458e+06,858759,858771,7.66384e+06,958767,1.46956e+06,183894,76085,76159,79437,79529,87640,87626
3.34292e+06,3.34373e+06,858643,858644,7.69473e+06,963108,1.47071e+06,183923,76046,76126,79494,79562,88540,88529
3.3432e+06,3.34399e+06,859017,859020,7.7784e+06,972844,1.46807e+06,183670,76145,76234,79388,79463,88092,88087
3.34296e+06,3.34421e+06,858901,858901,7.78085e+06,974081,1.46999e+06,183923,76055,76128,80364,80453,87973,87947
3.34356e+06,3.34483e+06,858896,858904,7.76732e+06,972227,1.46897e+06,184159,76139,76217,79449,79547,87938,87921
3.3437e+06,3.34464e+06,859427,859426,8.63102e+06,1.08002e+06,1.4705e+06,184000,75917,75989,79516,79627,88027,88020
3.34248e+06,3.34358e+06,858803,858817,7.5754e+06,947926,1.47131e+06,184108,76086,76162,79530,79599,87874,87856
3.34319e+06,3.34412e+06,858896,858895,7.62687e+06,953931,1.46806e+06,183542,76064,76140,79408,79480,87843,87825
3.3429e+06,3.34357e+06,858553,858555,7.64792e+06,957059,1.46927e+06,183815,76129,76213,79484,79562,87948,87923
3.34331e+06,3.34424e+06,858802,858818,7.65157e+06,957460,1.47199e+06,184230,76082,76157,79348,79423,87884,87867
3.34267e+06,3.34343e+06,858975,858977,7.66025e+06,958412,1.46937e+06,183861,76027,76101,79468,79542,87753,87746
3.34285e+06,3.34377e+06,859114,859116,7.66306e+06,958568,1.47241e+06,184260,76079,76142,79433,79509,87907,87890
3.34247e+06,3.34346e+06,858711,858709,7.65418e+06,957979,1.47139e+06,184110,76506,76589,79476,79550,87941,87926
3.34286e+06,3.34376e+06,860530,860546,7.65275e+06,957623,1.47087e+06,183948,76212,76285,79464,79552,87949,87942
3.34334e+06,3.34444e+06,858834,858834,7.67971e+06,960804,1.46689e+06,183600,76401,76486,79504,79585,87996,87972
3.34257e+06,3.34368e+06,858702,858701,7.6586e+06,958482,1.47322e+06,184687,76494,76570,79463,79541,87949,87932
3.34327e+06,3.34448e+06,858618,858617,7.76381e+06,971345,1.46978e+06,183904,76439,76548,79390,79466,87876,87859
3.34262e+06,3.34352e+06,858677,858677,7.76991e+06,972182,1.46985e+06,183920,76514,76595,79542,79621,87870,87853
3.34148e+06,3.3425e+06,858741,858747,7.7683e+06,971853,1.46834e+06,183680,76336,76399,79427,79525,87744,87737
3.34289e+06,3.34397e+06,858578,858577,8.28124e+06,1.03632e+06,1.46831e+06,183576,76429,76520,79468,79544,88020,88004
3.34185e+06,3.34284e+06,858698,858703,7.97831e+06,997925,1.47461e+06,184617,76092,76202,79453,79520,88017,87992
3.34237e+06,3.34332e+06,858565,858565,7.63674e+06,955502,1.47121e+06,184123,76018,76063,79545,79618,87955,87948
3.34248e+06,3.34341e+06,858755,858753,7.64132e+06,956037,1.47061e+06,184031,76078,76182,79444,79524,87942,87930
3.34258e+06,3.34339e+06,859232,859236,7.65092e+06,957508,1.46918e+06,183798,76036,76126,79475,79586,87949,87936
3.34237e+06,3.34321e+06,859993,859994,7.64086e+06,956756,1.49998e+06,187981,76378,76479,79446,79541,88081,88065
3.34181e+06,3.34282e+06,860208,860213,7.65427e+06,957305,1.50382e+06,188093,76132,76197,79443,79518,88062,88039
3.34114e+06,3.34239e+06,859785,859788,7.65647e+06,958313,1.50337e+06,188161,76174,76270,79424,79500,87969,87952
3.34065e+06,3.34181e+06,859314,859322,7.65912e+06,957982,1.5032e+06,188101,76193,76280,79509,79580,87862,87855
3.34107e+06,3.34187e+06,859374,859372,7.65746e+06,958425,1.50278e+06,188101,76161,76247,79294,79368,87829,87812
3.34171e+06,3.34279e+06,859969,859967,7.6607e+06,958228,1.50292e+06,188054,76951,77098,79503,79585,87859,87852
3.34123e+06,3.34254e+06,859165,859166,7.70993e+06,964780,1.5034e+06,188123,76258,76294,79470,79533,88008,87992
3.34233e+06,3.34235e+06,859794,859794,7.76993e+06,972123,1.50252e+06,188051,76378,76478,79543,79624,87849,87825
3.34274e+06,3.34276e+06,859305,859307,7.76824e+06,971963,1.50342e+06,188064,76625,76782,79508,79594,87936,87919
3.34236e+06,3.34236e+06,859255,859257,7.83009e+06,979695,1.5028e+06,188061,76138,76255,79554,79618,88141,88127
3.34314e+06,3.34315e+06,859748,859752,8.56611e+06,1.07216e+06,1.50306e+06,188072,75986,76056,79543,79619,87865,87848
3.34195e+06,3.34196e+06,859355,859354,7.56792e+06,946915,1.50266e+06,188018,76276,76337,79437,79516,87940,87932
3.34216e+06,3.34217e+06,859705,859706,7.62578e+06,954406,1.50288e+06,188071,76131,76228,79376,79451,87934,87917
3.34355e+06,3.34355e+06,859771,859773,7.64072e+06,956005,1.50266e+06,188058,76095,76169,79376,79468,88078,88056
3.34303e+06,3.34304e+06,860080,860082,7.63528e+06,955157,1.50254e+06,188019,76064,76142,79546,79635,87950,87944
3.34296e+06,3.34297e+06,859011,859010,7.63925e+06,955807,1.50278e+06,188033,75933,76012,79344,79413,88002,87985
3.34232e+06,3.34232e+06,859430,859434,7.64042e+06,957802,1.50307e+06,187976,76128,76215,79300,79377,87931,87915
3.34287e+06,3.34288e+06,859137,859140,7.65098e+06,957538,1.50413e+06,188262,76512,76599,79461,79543,87967,87952
3.34186e+06,3.34187e+06,858916,858932,7.6409e+06,955952,1.73846e+06,217220,76292,76371,79480,79583,87949,87934
3.34217e+06,3.34216e+06,859849,859850,7.65717e+06,958437,1.72917e+06,216554,76245,76313,79582,79664,87961,87949
3.3424e+06,3.3424e+06,859679,859679,7.65935e+06,958680,1.72404e+06,215920,76255,76339,79525,79628,88007,87991
3.34164e+06,3.34165e+06,860111,860112,7.7568e+06,970887,1.72385e+06,215648,76183,76259,79512,79581,88009,87992
3.34185e+06,3.34184e+06,859210,859213,7.77502e+06,972957,1.59607e+06,199690,76293,76382,79516,79600,87906,87906
3.34225e+06,3.34226e+06,858851,858849,7.7689e+06,971945,1.42273e+06,178337,76330,76411,79311,79410,87836,87819
3.34156e+06,3.34157e+06,858842,858856,8.34472e+06,1.04425e+06,1.44249e+06,180461,76272,76360,79548,79624,88006,87978
3.3414e+06,3.34139e+06,859419,859421,7.90509e+06,989238,1.4533e+06,181524,76679,76751,79512,79586,87901,87884
3.34247e+06,3.34247e+06,858689,858686,7.62255e+06,953317,1.45141e+06,181833,76081,76159,79325,79401,87972,87955
3.3425e+06,3.3425e+06,859436,859436,7.67245e+06,963327,1.46662e+06,183437,76019,76098,79422,79501,87994,87986
3.34261e+06,3.34262e+06,859987,859988,7.64671e+06,956800,1.47115e+06,184155,76014,76102,79495,79589,87974,87957
3.34184e+06,3.34184e+06,859317,859317,7.6543e+06,958019,1.46383e+06,183072,75949,76023,79429,79506,87966,87950
3.34191e+06,3.34192e+06,859548,859560,7.65889e+06,957942,1.47142e+06,184542,76050,76135,79605,79684,87977,87962
3.34287e+06,3.34288e+06,859077,859079,7.67104e+06,960139,1.46608e+06,183359,75991,76066,79455,79536,88094,88076
3.34772e+06,3.34776e+06,858851,858852,7.66465e+06,958799,1.46596e+06,183347,76124,76191,79265,79344,87885,87868
3.34233e+06,3.34235e+06,858723,858730,7.65674e+06,958306,1.46768e+06,183638,75985,76061,79444,79531,88044,88031
3.34172e+06,3.34173e+06,858811,858809,7.66412e+06,958702,1.46508e+06,183830,76046,76131,79411,79479,88086,88070
3.34374e+06,3.34377e+06,858984,858993,7.71631e+06,965695,1.46969e+06,183904,76117,76192,79435,79516,87975,87949
3.34163e+06,3.34164e+06,858772,858784,7.77347e+06,972719,1.46724e+06,183426,76205,76277,79478,79556,87941,87925
3.34124e+06,3.34123e+06,860328,860326,7.77528e+06,972309,1.46963e+06,183865,76069,76145,79355,79442,87896,87880
3.34203e+06,3.34204e+06,859059,859061,7.90284e+06,988951,1.47412e+06,184500,76070,76151,79703,79782,87964,87958
3.34165e+06,3.34165e+06,859151,859153,8.46874e+06,1.05973e+06,1.46968e+06,183929,76418,76485,79513,79592,87957,87941
3.34137e+06,3.34137e+06,859396,859401,7.57848e+06,948401,1.46574e+06,183922,76326,76432,79286,79381,87950,87932
3.3427e+06,3.3427e+06,859281,859280,7.64925e+06,957545,1.47064e+06,183936,76350,76440,79554,79634,88024,87999
3.34134e+06,3.34135e+06,859444,859460,7.65594e+06,957546,1.47035e+06,183968,76285,76362,79812,79915,87933,87921
3.34077e+06,3.34077e+06,859634,859636,7.66142e+06,958975,1.46937e+06,183856,76388,76480,79290,79382,87985,87972
3.34228e+06,3.34229e+06,859296,859294,7.66472e+06,958790,1.47936e+06,185144,76177,76266,79408,79486,87931,87924
3.34182e+06,3.34182e+06,859584,859608,7.66638e+06,959107,1.4688e+06,183774,76200,76274,79401,79477,88034,88021
3.34215e+06,3.34216e+06,858979,858977,7.65433e+06,957853,1.46347e+06,183585,76273,76334,79509,79585,87833,87829
3.34308e+06,3.34309e+06,858669,858668,7.66753e+06,959281,1.47129e+06,184006,76488,76572,79411,79490,87948,87909
3.34286e+06,3.34287e+06,859084,859084,7.66505e+06,958987,1.47691e+06,184338,76423,76503,79480,79557,88039,88022
3.3437e+06,3.34371e+06,859570,859569,7.67286e+06,960063,1.47186e+06,184197,76256,76333,79441,79517,87876,87860
3.34386e+06,3.34389e+06,859559,859562,7.76776e+06,971819,1.47316e+06,184413,76220,76298,79546,79624,87877,87862
3.34308e+06,3.34309e+06,859065,859061,7.77325e+06,972668,1.47343e+06,184412,76407,76496,79306,79387,88017,88001
3.34329e+06,3.3433e+06,858695,858699,7.75497e+06,970435,1.47155e+06,184136,76281,76353,79472,79571,88009,88002
3.34352e+06,3.34352e+06,859208,859216,8.40695e+06,1.0519e+06,1.4756e+06,184621,76299,76390,79436,79506,87998,87973
3.34279e+06,3.3428e+06,859432,859432,7.82464e+06,979504,1.47449e+06,184558,76270,76347,79564,79639,88013,87997
3.34181e+06,3.34181e+06,858757,858754,7.65851e+06,957935,1.47132e+06,184159,76311,76396,79482,79552,87946,87943
3.34178e+06,3.3418e+06,858575,858587,7.65177e+06,957528,1.47091e+06,184096,76369,76448,79448,79533,87911,87897
3.34157e+06,3.34157e+06,859201,859203,7.65846e+06,958001,1.4727e+06,184311,76351,76441,79433,79533,88054,88039
3.34172e+06,3.34172e+06,858807,858805,7.65427e+06,957847,1.47064e+06,184009,76257,76334,79851,79921,88619,88598
3.34214e+06,3.34215e+06,860989,860992,7.7148e+06,965987,1.47137e+06,184016,76207,76279,79488,79559,87997,87981
3.3426e+06,3.34263e+06,858998,859008,7.65421e+06,958120,1.46898e+06,184342,76286,76380,79567,79671,87966,87960
3.34144e+06,3.34144e+06,858873,858874,7.6751e+06,960387,1.47824e+06,184565,76248,76323,79459,79539,88127,88111
3.34216e+06,3.34217e+06,858883,858880,7.67029e+06,959946,1.47158e+06,184182,76267,76343,79487,79587,87932,87916
3.34155e+06,3.34154e+06,859443,859442,7.67065e+06,959723,1.47093e+06,184043,76386,76475,79427,79506,87926,87919
3.34305e+06,3.34306e+06,858909,858914,7.7148e+06,965011,1.47071e+06,184022,76157,76246,79506,79582,87860,87836
3.34208e+06,3.34209e+06,858890,858901,7.76895e+06,972066,1.47298e+06,184243,76298,76382,79459,79529,87890,87879
3.34178e+06,3.34179e+06,858928,858932,7.76921e+06,972119,1.46929e+06,183867,76332,76381,79391,79486,87924,87910
3.34345e+06,3.34346e+06,858715,858717,7.98263e+06,999238,1.4725e+06,184288,76659,76743,79432,79530,87903,87889
3.34213e+06,3.34213e+06,859439,859437,8.34381e+06,1.04397e+06,1.47637e+06,184834,76142,76242,79607,79683,87845,87843
3.34241e+06,3.34242e+06,858917,858919,7.60792e+06,951809,1.47672e+06,184904,76089,76221,80792,80866,87971,87956
3.34239e+06,3.34239e+06,858927,858940,7.65025e+06,956819,1.47398e+06,184486,76053,76141,79586,79667,88069,88045
3.34215e+06,3.34219e+06,859841,859848,7.66202e+06,958706,1.47263e+06,184226,76073,76147,79490,79566,87794,87788
3.3414e+06,3.3414e+06,858827,858826,7.65706e+06,958046,1.47076e+06,184061,76543,76616,79384,79445,87883,87853
3.34158e+06,3.34159e+06,859502,859514,7.62242e+06,954095,1.47038e+06,183972,76440,76519,79478,79551,87999,87983
3.34178e+06,3.34179e+06,858792,858803,7.62559e+06,954192,1.4734e+06,184404,76306,76384,79598,79653,87914,87897
3.34258e+06,3.34258e+06,859432,859435,7.62599e+06,954386,1.47887e+06,184615,76412,76490,79680,79777,87867,87843
3.34206e+06,3.34206e+06,860863,860862,7.63084e+06,954611,1.50328e+06,188096,76219,76303,79558,79649,87914,87899
3.34157e+06,3.34158e+06,859481,859481,7.63208e+06,954693,1.50373e+06,188130,76282,76357,79386,79471,88034,88028
3.34177e+06,3.34177e+06,859234,859249,7.66246e+06,961108,1.50328e+06,188111,76356,76427,79459,79553,87885,87868
3.34162e+06,3.34162e+06,859158,859170,7.70336e+06,963922,1.50323e+06,188102,76186,76264,79541,79601,87900,87893
3.34185e+06,3.34186e+06,858891,858902,7.71413e+06,965679,1.5018e+06,188098,76351,76465,79590,79682,87966,87950
3.34172e+06,3.34173e+06,859780,859775,7.71381e+06,964793,1.50336e+06,188124,76451,76544,79312,79417,88015,87989
3.34295e+06,3.34295e+06,859795,859796,8.38738e+06,1.04968e+06,1.50368e+06,188247,76291,76369,79560,79638,87797,87780
3.34127e+06,3.34129e+06,859340,859348,7.72502e+06,966725,1.50329e+06,188114,76256,76332,79425,79501,88163,88146
3.34121e+06,3.3412e+06,858995,859008,7.61096e+06,952442,1.50371e+06,188173,76345,76424,79538,79572,87922,87896
3.34307e+06,3.34308e+06,858946,858945,7.61134e+06,952377,1.50378e+06,188074,76365,76442,79482,79550,87914,87908
3.34131e+06,3.34131e+06,859730,859735,7.60309e+06,951128,1.50306e+06,188077,76369,76447,79501,79603,88018,88000
3.34214e+06,3.34215e+06,858965,858977,7.61064e+06,952324,1.5028e+06,188060,76440,76518,79406,79477,87985,87960
3.34156e+06,3.34156e+06,858796,858797,7.61943e+06,953445,1.50274e+06,188052,76363,76439,79471,79547,87778,87771
3.3416e+06,3.3416e+06,858792,858794,7.70349e+06,967222,1.50237e+06,187976,77093,77185,79506,79586,87922,87910
3.34154e+06,3.34154e+06,858747,858746,7.6287e+06,954226,1.50304e+06,188072,76401,76499,79568,79657,88125,88111
3.34164e+06,3.34165e+06,858849,858847,7.59978e+06,951346,1.50258e+06,188006,76319,76407,79605,79695,87881,87865
3.34214e+06,3.34214e+06,859626,859631,7.61112e+06,952279,1.50322e+06,188076,76298,76375,79465,79541,88002,87979
3.34175e+06,3.34175e+06,859183,859181,7.67034e+06,959693,1.72932e+06,216520,76305,76397,79494,79573,87824,87818
3.34136e+06,3.34136e+06,859133,859139,7.71666e+06,965466,1.72894e+06,216427,76379,76476,79890,79969,87929,87912
3.342e+06,3.342e+06,859135,859133,7.71446e+06,965852,1.72614e+06,215972,76344,76433,79522,79601,87980,87964
3.34162e+06,3.34162e+06,859609,859615,7.893e+06,987092,1.72491e+06,215796,76317,76395,79480,79566,87839,87832
3.34162e+06,3.34162e+06,858743,858740,8.34959e+06,1.04484e+06,1.61042e+06,201281,76307,76394,79359,79425,87902,87885
3.34194e+06,3.34194e+06,858877,858879,7.54546e+06,944003,1.4255e+06,178965,76300,76369,79550,79627,87904,87880
3.34199e+06,3.342e+06,858753,858752,7.60408e+06,951487,1.44978e+06,181059,77816,77896,79384,79463,87858,87843
3.34309e+06,3.34309e+06,858757,858758,7.60341e+06,951608,1.45457e+06,182290,76508,76598,79614,79747,87885,87872
3.34199e+06,3.34201e+06,859103,859106,7.60771e+06,951900,1.46163e+06,182714,76101,76178,79820,79905,87861,87854
3.34201e+06,3.34201e+06,859109,859121,7.61692e+06,953097,1.46618e+06,183373,76020,76105,79530,79606,87960,87943
3.34282e+06,3.34284e+06,858805,858805,7.6226e+06,953458,1.49736e+06,189908,76138,76219,79403,79470,87988,87971
3.34262e+06,3.34262e+06,859134,859135,7.61281e+06,952883,1.46341e+06,183353,76053,76119,79384,79465,88006,87992
3.34234e+06,3.34235e+06,858975,858975,7.61607e+06,953090,1.46728e+06,183564,76116,76194,79384,79474,87821,87805
3.34279e+06,3.34281e+06,858835,858837,7.61511e+06,952830,1.46563e+06,183194,76477,76568,79468,79556,87952,87937
3.34191e+06,3.34259e+06,858836,858835,7.62012e+06,953080,1.46143e+06,183307,76289,76376,79611,79692,87810,87794
3.34325e+06,3.34442e+06,858977,858979,7.71248e+06,965034,1.46554e+06,183312,76359,76437,79432,79512,87909,87894
3.34498e+06,3.34593e+06,859083,859084,7.71682e+06,965764,1.46771e+06,183634,76310,76391,79440,79510,88190,88176
3.34404e+06,3.34496e+06,858677,858678,7.71791e+06,965413,1.46849e+06,183729,76176,76267,79569,79646,90692,90661
3.34459e+06,3.34585e+06,858641,858639,8.29878e+06,1.0388e+06,1.46651e+06,183421,76313,76395,79511,79608,88304,88280
3.34456e+06,3.34548e+06,859542,859556,7.82697e+06,979186,1.46952e+06,183751,76218,76296,79870,79940,87859,87849
3.34483e+06,3.34549e+06,858634,858639,7.5762e+06,947923,1.46797e+06,183626,76376,76452,79386,79463,87659,87657
3.3441e+06,3.34535e+06,858950,858947,7.59288e+06,950062,1.46904e+06,183843,76343,76426,79526,79606,87928,87909
3.34446e+06,3.34547e+06,859212,859232,7.59539e+06,950685,1.4684e+06,183726,76322,76399,79555,79634,87950,87921
3.34286e+06,3.34398e+06,859166,859165,7.60743e+06,951730,1.47006e+06,183958,76210,76298,79595,79671,87996,87977
3.34165e+06,3.34276e+06,858752,858755,7.61129e+06,952408,1.47156e+06,184140,76296,76377,79452,79527,87986,87969
3.34221e+06,3.34327e+06,858817,858816,7.60468e+06,951332,1.46781e+06,183508,76307,76378,79468,79549,87914,87907
3.34186e+06,3.34296e+06,858805,858800,7.61129e+06,952395,1.46814e+06,183688,76332,76435,79406,79496,88039,88023
3.34146e+06,3.34246e+06,858747,858748,7.61631e+06,952987,1.47066e+06,184203,76312,76415,79462,79578,87895,87879
3.34278e+06,3.34365e+06,858987,858986,7.62346e+06,954133,1.46991e+06,183914,76397,76464,79426,79503,88062,88046
3.34273e+06,3.34365e+06,858812,858815,7.64932e+06,957201,1.4718e+06,184181,76463,76551,79670,79754,87995,87978
3.34124e+06,3.34218e+06,858902,858899,7.72181e+06,965895,1.47118e+06,184089,76170,76264,79409,79493,88005,87986
3.34087e+06,3.34166e+06,858839,858841,7.71368e+06,965217,1.46893e+06,183679,76273,76348,79565,79655,87968,87950
3.34045e+06,3.34153e+06,859939,859935,7.79406e+06,975456,1.47053e+06,184047,76221,76324,79402,79491,87992,87975
3.3404e+06,3.34155e+06,858977,858979,8.54687e+06,1.06973e+06,1.47232e+06,184285,76226,76319,79605,79676,88077,88073
3.34097e+06,3.34186e+06,859418,859422,7.57754e+06,948047,1.47358e+06,184433,76367,76461,79526,79601,88026,88000
3.34104e+06,3.34189e+06,859501,859499,7.65254e+06,957134,1.4713e+06,184100,76293,76376,79481,79540,88060,88043
3.34051e+06,3.3412e+06,860768,860774,7.63923e+06,955683,1.47457e+06,184473,76202,76294,79544,79594,87990,87984
3.34094e+06,3.34194e+06,859312,859310,7.6485e+06,957112,1.47042e+06,184024,76366,76440,79921,80002,87897,87881
3.34097e+06,3.34183e+06,859408,859409,7.65192e+06,957503,1.47405e+06,184503,76369,76440,79432,79507,87929,87914
3.34078e+06,3.34186e+06,859682,859682,7.66951e+06,959569,1.47171e+06,184163,76404,76478,79569,79635,88007,87975
3.34102e+06,3.34181e+06,858887,858886,7.65852e+06,957910,1.47216e+06,184255,76430,76495,79475,79551,87912,87898
3.34098e+06,3.34183e+06,858786,858800,7.67186e+06,959903,1.46878e+06,183748,76286,76360,79433,79470,87810,87807
3.34053e+06,3.3412e+06,858869,858872,7.66664e+06,959386,1.46848e+06,183622,76186,76276,79441,79521,87892,87877
3.34159e+06,3.34257e+06,858602,858606,7.66486e+06,959469,1.47201e+06,184239,76466,76554,79497,79575,87888,87877
3.34122e+06,3.34241e+06,858987,858987,7.76666e+06,971684,1.47002e+06,183922,76477,76543,79530,79592,87933,87930
3.3411e+06,3.3422e+06,858853,858853,7.77002e+06,972364,1.47285e+06,184318,76268,76348,79484,79513,87837,87817
3.34146e+06,3.34257e+06,859042,859041,7.77772e+06,972773,1.47201e+06,184207,76617,76693,79665,79717,87844,87832
3.34124e+06,3.34231e+06,861796,861800,8.34398e+06,1.04418e+06,1.46916e+06,184284,76053,76164,79721,79846,88606,88593
3.3412e+06,3.34215e+06,859395,859401,7.93631e+06,995302,1.47298e+06,184299,75952,76025,79608,79673,87953,87920
3.34141e+06,3.34272e+06,858719,858719,7.6357e+06,955810,1.47914e+06,184668,76209,76285,79577,79652,87923,87908
3.34069e+06,3.34181e+06,859227,859238,7.65287e+06,957234,1.47136e+06,184113,76081,76151,79868,79944,87942,87936
3.34056e+06,3.3413e+06,858681,858679,7.65337e+06,957870,1.47075e+06,184027,76626,76702,79605,79649,88005,87979
3.34031e+06,3.34121e+06,858868,858869,7.66359e+06,958654,1.4744e+06,184548,76326,76401,79702,79796,87911,87904
3.34078e+06,3.34192e+06,858942,858946,7.68284e+06,961892,1.47047e+06,184039,76262,76336,79504,79588,88013,88000
3.34034e+06,3.34141e+06,859076,859074,7.66991e+06,959694,1.46931e+06,183932,76373,76451,79800,79882,87933,87917
3.34083e+06,3.34187e+06,858783,858785,7.6732e+06,960105,1.47069e+06,184043,76297,76399,79542,79619,87941,87926
3.34114e+06,3.3423e+06,858971,858969,7.67e+06,959560,1.47125e+06,184096,76341,76433,79458,79532,87918,87897
3.34086e+06,3.34181e+06,859481,859485,7.67037e+06,959702,1.48004e+06,185355,76208,76279,79565,79649,87970,87953
